tier,semantic_overall,semantic_experience,semantic_projects,semantic_skills_context,semantic_education,keyword_score,required_skill_coverage,preferred_skill_coverage,tfidf_similarity,skill_count,required_skill_count,matched_required_count,missing_required_count,experience_relevance,project_relevance,education_relevance,relevance_label
LOW,0.2356756290308358,0.21131740441111363,0.2713925107304508,0.23086824921042529,0.16623079055676837,0.19338896159954233,0.2788182232064165,0.02726322593408681,0.10322691244437526,2,7,2,5,0.21131740441111363,0.2713925107304508,0.16623079055676837,5.77
HIGH,0.7384723314585233,0.6325852673464122,0.6152439813906505,0.7294992194496766,0.6730492853386145,0.8317619301651995,0.8850593492156518,0.9113999106808033,0.5922316924982389,16,9,8,1,0.6325852673464122,0.6152439813906505,0.6730492853386145,91.47
HIGH,0.7863092453610908,0.7211756468022018,0.8004731931618838,0.8144694816761013,0.5350131400951769,0.7731848521874445,0.9323636154468926,0.5967205849614983,0.4721128296350465,22,11,10,1,0.7211756468022018,0.8004731931618838,0.5350131400951769,79.76
MEDIUM,0.3608785374358616,0.26610376594287566,0.44358329274777974,0.22455056738406917,0.3453005675627573,0.43862715701616256,0.5120916531140413,0.30769067938389427,0.34917014635479476,8,9,5,4,0.26610376594287566,0.44358329274777974,0.3453005675627573,34.83
LOW,0.07439452071319619,0.060804562026817055,0.18489684195791026,0.20852210457285192,0.12381101026010506,0.09772118136274222,0.05715878141979561,0.14906069024558882,0.16806887230873543,4,9,1,8,0.060804562026817055,0.18489684195791026,0.12381101026010506,0.6
MEDIUM,0.4445989631586649,0.3959295634863434,0.29276412167854515,0.47177030449573293,0.32982455857628423,0.47216047866607913,0.6336363764237225,0.08249126134142114,0.3774020027178072,11,12,8,4,0.3959295634863434,0.29276412167854515,0.32982455857628423,34.94
MEDIUM,0.6938804429652405,0.6119886220292493,0.710136997636753,0.629907849181429,0.4310158379911688,0.5526535763716975,0.5425614538177091,0.6194646483227118,0.5161188720826484,11,9,5,4,0.6119886220292493,0.710136997636753,0.4310158379911688,67.04
HIGH,0.6428864085640262,0.5008909649977281,0.7545737341036057,0.7203460559537298,0.6918010396064629,0.7733129638334815,0.7888381318225499,0.9416341614958219,0.5584162622039354,17,10,8,2,0.5008909649977281,0.7545737341036057,0.6918010396064629,82.26
MEDIUM,0.44533079582565394,0.49693981083854366,0.38409117174227403,0.398975588979118,0.26538709571541813,0.3563230789563913,0.27209082074645835,0.5223516988406735,0.44299123370190796,9,7,2,5,0.49693981083854366,0.38409117174227403,0.26538709571541813,28.02
LOW,0.1372422758788971,0.06656826339188622,0.2214082667607965,0.1321326290689377,0.29828048820057557,0.16444381068114325,0.2055571957752968,0.007392195964950776,0.1981552701148751,4,9,2,7,0.06656826339188622,0.2214082667607965,0.29828048820057557,11.62
MEDIUM,0.4347296029217655,0.42101361640274204,0.331469879968516,0.41364239090910604,0.4379486678329183,0.39017783034768827,0.5856007155690771,0.08078773443100241,0.1132992706002078,9,11,6,5,0.42101361640274204,0.331469879968516,0.4379486678329183,27.95
LOW,0.0522692245682668,0.1661168365291964,0.020824989561384427,0.16166134678734057,0.041753628642518276,0.2817119147556946,0.3715438369482128,0.12566944990430853,0.16825861302952608,6,9,3,6,0.1661168365291964,0.020824989561384427,0.041753628642518276,10.17
MEDIUM,0.6798521629887432,0.6072972041810711,0.680196774376196,0.6810430330053509,0.5161405894264723,0.42988509204820724,0.48557910311582486,0.4129492611179175,0.27973888977564404,7,5,2,3,0.6072972041810711,0.680196774376196,0.5161405894264723,48.58
MEDIUM,0.4664247984827262,0.5054554658442916,0.5085606418510923,0.5117984550443018,0.13323845684384727,0.39131632371902575,0.3458474608138796,0.7447042873627342,0.17433494879075567,9,9,3,6,0.5054554658442916,0.5085606418510923,0.13323845684384727,35.61
MEDIUM,0.5173849385543574,0.5283268679396933,0.4815217566628187,0.4333711689799006,0.3889468767373013,0.43099018758788604,0.36809218014361156,0.4354962084241677,0.615178189084428,11,11,4,7,0.5283268679396933,0.4815217566628187,0.3889468767373013,35.26
LOW,0.06777136040998158,0.17039478889819865,0.00459087399999919,0.011831192556857849,0.030874904718584957,0.06272508419854532,0.07255444893841345,0.0,0.09596207417748626,0,6,0,6,0.17039478889819865,0.00459087399999919,0.030874904718584957,0.0
HIGH,0.6767874309504642,0.662501673518956,0.7245431027351749,0.665424262291829,0.44592582481960763,0.8257797668214669,0.9376360284456137,0.7836395687115262,0.5323511800589675,17,8,8,0,0.662501673518956,0.7245431027351749,0.44592582481960763,77.52
HIGH,0.7444942062544622,0.7809180813277883,0.7669625541525039,0.7481904683196584,0.5907871334604003,0.8589156707540159,0.9748087008818227,0.8322456010381295,0.5379066500864816,22,11,11,0,0.7809180813277883,0.7669625541525039,0.5907871334604003,91.59
MEDIUM,0.4796408048981009,0.4207806456780753,0.535748871965687,0.7072643564907121,0.29826905594966224,0.4368288361768684,0.5606492073137422,0.2607589471305475,0.24143761181256784,10,11,6,5,0.4207806456780753,0.535748871965687,0.29826905594966224,33.48
HIGH,0.6242388275457752,0.48756683610950735,0.6747832034827295,0.8482146052927599,0.40029929991699037,0.7185494067793342,0.766659365360781,0.8299999328859466,0.46276900492838124,18,11,8,3,0.48756683610950735,0.6747832034827295,0.40029929991699037,65.9
HIGH,0.7757776760936187,0.7575840256331662,0.7360396998701223,0.759871147855309,0.4158588548154445,0.7169295382515424,0.9317625281835185,0.29265468123101795,0.4967054254761382,18,10,9,1,0.7575840256331662,0.7360396998701223,0.4158588548154445,82.94
MEDIUM,0.5903695417182621,0.6643454774598454,0.626060822058076,0.6645732039033455,0.4883010346431411,0.37678101835134953,0.4840804729979665,0.08122021766173325,0.35044345510111485,9,9,4,5,0.6643454774598454,0.626060822058076,0.4883010346431411,30.86
HIGH,0.745990026630777,0.74029666752253,0.5951290977850867,0.7759986797311123,0.3369507271426484,0.8324920368518531,0.8243794758501299,0.9203362745720215,0.7689854821368539,16,6,5,1,0.74029666752253,0.5951290977850867,0.3369507271426484,80.33
LOW,0.15071310521755985,0.1125623833748976,0.2746111498945888,0.1207299730000992,0.17771934454893765,0.030221051630058705,0.02274284418650872,0.08287672559076738,0.0,2,6,0,6,0.1125623833748976,0.2746111498945888,0.17771934454893765,0.0
HIGH,0.6251250376019082,0.6074725517426056,0.6492140909699636,0.7037583341188491,0.17507285791165544,0.7440665985398505,0.8334591060589752,0.6818192484378012,0.5381364260845257,19,9,8,1,0.6074725517426056,0.6492140909699636,0.17507285791165544,68.39
LOW,0.17544985102644992,0.2673492390122693,0.11688921639399276,0.17042531317493348,0.14114911711835704,0.2816800082824101,0.387242111584935,0.06996917417636868,0.1767045324808769,5,10,4,6,0.2673492390122693,0.11688921639399276,0.14114911711835704,12.12
HIGH,0.6744176865757417,0.7427568754218884,0.6928984847561829,0.6932408633093313,0.3595700295650357,0.7992926588790603,0.8226007938099813,1.0,0.5286609129653573,20,6,5,1,0.7427568754218884,0.6928984847561829,0.3595700295650357,78.47
LOW,0.18619529247184666,0.16070144522570232,0.17262838267206343,0.07557623884795651,0.12154396378830291,0.219699631264027,0.2355239692451141,0.2850463233843754,0.10687992520041724,4,3,1,2,0.16070144522570232,0.17262838267206343,0.12154396378830291,37.87
HIGH,0.6189111056191411,0.6661996267735857,0.5595500316279619,0.5106065040553924,0.3984008376099915,0.6819272260132022,0.9073221151391089,0.27556889951332086,0.41210088513536375,14,8,7,1,0.6661996267735857,0.5595500316279619,0.3984008376099915,73.17
LOW,0.27141137485533007,0.17671064709051448,0.4028301190103405,0.13415071210506474,0.08073253536038977,0.2283760514261032,0.2500844963638195,0.2664233251497638,0.12520344288929366,5,9,2,7,0.17671064709051448,0.4028301190103405,0.08073253536038977,9.43
HIGH,0.5788090280018723,0.4765122305797226,0.610948941547452,0.48895478943483534,0.4371217202736467,0.7176394470429465,0.7958541798223122,0.7092766040233509,0.49135809172444456,20,11,9,2,0.4765122305797226,0.610948941547452,0.4371217202736467,74.41
HIGH,0.7056143340244166,0.6271273613751144,0.6725259146048632,0.6846459962048463,0.42134421174837766,0.608961215052323,0.8027597712923444,0.3672965352694694,0.2692302261151124,14,6,5,1,0.6271273613751144,0.6725259146048632,0.42134421174837766,57.11
LOW,0.3790898571232915,0.3281701731354312,0.4047735378564784,0.4304752288433311,0.33161551296443204,0.02577218179822991,0.017322292327032852,0.07689403201005099,0.0,0,13,0,13,0.3281701731354312,0.4047735378564784,0.33161551296443204,2.53
LOW,0.05033395232771196,0.1585414651082356,0.24412978441439162,0.012274022782702572,0.0,0.030055978858974874,0.0,0.07558912814778986,0.0746907661470845,1,7,0,7,0.1585414651082356,0.24412978441439162,0.0,0.0
LOW,0.16838751280315128,0.08025776643721033,0.22165416062768856,0.1693886135568737,0.20670701144567094,0.17688543956200067,0.2948090659366678,0.0,0.0,2,6,2,4,0.08025776643721033,0.22165416062768856,0.20670701144567094,12.43
LOW,0.3099183993785311,0.34163734477140456,0.32661036592840065,0.40589678180606475,0.2639156135384766,0.19635522417657408,0.20817211561252627,0.24804530339306854,0.10921447065222321,2,7,1,6,0.34163734477140456,0.32661036592840065,0.2639156135384766,19.72
LOW,0.194941259856657,0.2995745097590441,0.03734005729893092,0.19050498987202383,0.13244939068921627,0.1542745438232883,0.11276067531111837,0.33838610379818734,0.09470458938489912,4,7,1,6,0.2995745097590441,0.03734005729893092,0.13244939068921627,0.0
LOW,0.2983239969445404,0.24800836854991845,0.2320139839205187,0.40308604786569247,0.34285223795636116,0.18428943027296768,0.262038856659337,0.054488266596133275,0.08084231479069412,2,6,2,4,0.24800836854991845,0.2320139839205187,0.34285223795636116,7.55
HIGH,0.5965279009315254,0.4714314914480735,0.6140801145118379,0.6152955474030004,0.5876488064948995,0.7672688838065004,0.8465329305316238,0.7092201179246541,0.5875255095129762,17,7,6,1,0.4714314914480735,0.6140801145118379,0.5876488064948995,74.7
HIGH,0.6744360294952204,0.6458336208108576,0.5650157175914556,0.6099626072058051,0.40990446825648547,0.7723653829265821,0.8100822590056453,0.7379847933375329,0.6935953442784413,16,6,5,1,0.6458336208108576,0.5650157175914556,0.40990446825648547,67.04
MEDIUM,0.3671604504986669,0.41531210238718225,0.31285739659129264,0.4480932835951986,0.2324402379828469,0.3574803638897471,0.45255944356077543,0.09933894753096735,0.330384541235442,10,10,5,5,0.41531210238718225,0.31285739659129264,0.2324402379828469,38.94
LOW,0.16924722352829846,0.14380502882373292,0.20682296108712672,0.10220568909424366,0.2351018871230576,0.20215567447424176,0.24339206262123006,0.12564589108585328,0.1549562934216653,5,11,3,8,0.14380502882373292,0.20682296108712672,0.2351018871230576,8.12
HIGH,0.7967550415991135,0.7710766543684157,0.7971699574918351,0.8123855148742174,0.5939098235798778,0.6318864623148013,0.7914720119248709,0.34150307843968797,0.4435131973597056,12,6,5,1,0.7710766543684157,0.7971699574918351,0.5939098235798778,74.7
LOW,0.21963946050101885,0.12169518769763792,0.18270808426734322,0.26662007344060606,0.21324286816839336,0.146245497753779,0.11305114061745106,0.11616623863795536,0.27590782827858656,2,8,1,7,0.12169518769763792,0.18270808426734322,0.21324286816839336,5.92
MEDIUM,0.43185979431713406,0.42935141826301393,0.3163840505621869,0.35484935631025794,0.2873683323148441,0.41822998563774627,0.5252098044966346,0.23676214502799986,0.27875836967082757,10,8,4,4,0.42935141826301393,0.3163840505621869,0.2873683323148441,32.17
HIGH,0.6458399698566079,0.6916076277444864,0.6758983936655963,0.7151053301109934,0.5234340251440742,0.810201155001051,0.9470988498304918,0.6303165182684439,0.5793927072453362,18,10,9,1,0.6916076277444864,0.6758983936655963,0.5234340251440742,75.79
MEDIUM,0.4998335628318544,0.43390504289073406,0.4938525577587898,0.49231366089355166,0.128355482421951,0.43009679702502057,0.5170609016111861,0.31853643343030674,0.2807648468612377,9,11,6,5,0.43390504289073406,0.4938525577587898,0.128355482421951,31.82
LOW,0.15190833338258594,0.12025684905250586,0.11111015927584544,0.24052252054128676,0.1923975856015065,0.1746124577661585,0.20934280691207652,0.06293869464601377,0.1820951734485491,2,8,2,6,0.12025684905250586,0.11111015927584544,0.1923975856015065,0.0
LOW,0.27546436171726085,0.457587456880708,0.2803931894124189,0.2142359205076365,0.0743285323736612,0.1885462741564813,0.26623458755667184,0.0,0.14402760811239107,4,10,3,7,0.457587456880708,0.2803931894124189,0.0743285323736612,11.12
HIGH,0.7170938371128299,0.6548439297639825,0.8651268229028319,0.6889594867439887,0.579540916023972,0.7502156796135528,0.7065108573843428,0.9052941765561858,0.7262516493585499,18,8,6,2,0.6548439297639825,0.8651268229028319,0.579540916023972,77.56
MEDIUM,0.5156546766527208,0.4509642390629164,0.4669541227610947,0.6058101281097047,0.45842404272692483,0.3515888326105529,0.4440436746826312,0.20328473129979185,0.22252840770507934,6,9,4,5,0.4509642390629164,0.4669541227610947,0.45842404272692483,35.05
HIGH,0.69117545497069,0.7719805507198843,0.6668306414115066,0.6740670068911768,0.3860981953662973,0.8065582184317764,0.9813741878096165,0.49669591060422597,0.5919726181258071,15,8,8,0,0.7719805507198843,0.6668306414115066,0.3860981953662973,77.21
LOW,0.22016575426344806,0.13943372695410072,0.2445920172513434,0.20847663173588446,0.4995206682088318,0.19563686631990998,0.2342148609610727,0.061937515293363554,0.21360223342296836,2,4,1,3,0.13943372695410072,0.2445920172513434,0.4995206682088318,32.07
HIGH,0.5266698955351921,0.49499645838234424,0.643031338811915,0.5567554632408538,0.28478331592338263,0.7333890836267103,0.8451805754256781,0.5380599457700374,0.5933437460864796,20,11,9,2,0.49499645838234424,0.643031338811915,0.28478331592338263,67.06
MEDIUM,0.2906480983207871,0.33330826001788816,0.18301041048615552,0.27260273663529877,0.23386871344316867,0.3143871414933758,0.37936090069559675,0.14514753312822726,0.28870547225186177,9,9,3,6,0.33330826001788816,0.18301041048615552,0.23386871344316867,23.62
LOW,0.12538052464429508,0.03970796497673354,0.08451035757796327,0.15817537144274046,0.12142873791374084,0.043558580260348444,0.0,0.021432297173249706,0.1963606041284925,0,8,0,8,0.03970796497673354,0.08451035757796327,0.12142873791374084,11.08
HIGH,0.7384333959313407,0.7703953764149515,0.7090257586385258,0.6802275013856292,0.7290708756585325,0.8748623103872362,0.98025646956942,0.8143874402217354,0.6191547030061854,20,6,6,0,0.7703953764149515,0.7090257586385258,0.7290708756585325,82.79
MEDIUM,0.25327321134425174,0.09000450329245016,0.2787365075565009,0.18854526996865908,0.0,0.6268075323131899,0.6310914254420614,0.7740161542101578,0.4667472310296074,12,7,4,3,0.09000450329245016,0.2787365075565009,0.0,52.76
MEDIUM,0.40877571374091615,0.4115099309988821,0.43282489828207904,0.4530858193632227,0.2728353554175146,0.5334141179926178,0.5319872132396885,0.6259664659508777,0.44514248429314635,15,9,5,4,0.4115099309988821,0.43282489828207904,0.2728353554175146,36.31
LOW,0.25425154435355507,0.5159336341307222,0.15885299021095683,0.19910392417616773,0.21985586386754333,0.21690963656519524,0.24766808635747903,0.29501389841750186,0.0465300253360373,6,10,2,8,0.5159336341307222,0.15885299021095683,0.21985586386754333,19.0
HIGH,0.8407758805254197,0.9391218750306528,0.88874264210865,0.8571236955021361,0.6111539173722309,0.802599323813295,0.8937011366208498,0.7781570268505283,0.5537361823533974,14,6,5,1,0.9391218750306528,0.88874264210865,0.6111539173722309,84.04
LOW,0.19730441635647927,0.2145319198195792,0.23736946704016815,0.14711874228312896,0.2846791082840703,0.1397744605542709,0.16787470075430308,0.056657301521849106,0.1385908989865962,1,4,1,3,0.2145319198195792,0.23736946704016815,0.2846791082840703,22.18
MEDIUM,0.5841089036319788,0.7049998289407096,0.5545524766060789,0.6074539250260835,0.5207849410274877,0.4365924228139944,0.4799816217934721,0.5235551041052363,0.2194621445843194,7,7,3,4,0.7049998289407096,0.5545524766060789,0.5207849410274877,44.09
HIGH,0.6815887067882835,0.5798887739952913,0.5949721610053382,0.7131566604979268,0.6615237360912254,0.8018113531454477,0.9314979999451518,0.5726206898697495,0.6419420760220341,15,8,7,1,0.5798887739952913,0.5949721610053382,0.6615237360912254,74.32
MEDIUM,0.1452950499005204,0.20912378592286193,0.10819545487671745,0.11246779138439136,0.27093805054214554,0.36539597380679023,0.44288033616999234,0.21398616919431793,0.28435269132965635,7,9,4,5,0.20912378592286193,0.10819545487671745,0.27093805054214554,7.23
MEDIUM,0.6037600627757423,0.6097422059065832,0.6398470454720481,0.5828463662018993,0.35668227432569266,0.5928126990980928,0.8016354174813117,0.31236162858978384,0.24679561445674478,12,10,8,2,0.6097422059065832,0.6398470454720481,0.35668227432569266,57.58
MEDIUM,0.45003241249058157,0.4708013203228387,0.6173659396422206,0.4769322721987712,0.07721729246832701,0.4919249052728595,0.5989448415147341,0.35757599889791974,0.30521400292217493,10,8,5,3,0.4708013203228387,0.6173659396422206,0.07721729246832701,47.79
HIGH,0.6457919202805499,0.5699770134294159,0.8876944364903412,0.5885233247780512,0.4620686354423926,0.6904696313434953,0.7803471799299706,0.6732936830102844,0.43801293391727986,17,7,5,2,0.5699770134294159,0.8876944364903412,0.4620686354423926,71.49
LOW,0.02287951616081372,0.16983112974713474,0.0,0.1451643813043229,0.11817004791071822,0.1868936993074417,0.26927992901416165,0.014501521909161853,0.11212718758556184,3,7,2,5,0.16983112974713474,0.0,0.11817004791071822,0.0
HIGH,0.8121784150984588,0.8056898425745099,0.7733943831382798,0.7673522364720774,0.6043708482055979,0.6566637886999023,0.8284994929364422,0.19896488830519132,0.5988555763849932,14,9,7,2,0.8056898425745099,0.7733943831382798,0.6043708482055979,64.64
HIGH,0.553546763168641,0.4713683154336283,0.49349092824830815,0.6210618888399655,0.351221639174357,0.836961512167259,0.8641706870578831,1.0,0.5922954996626457,19,9,8,1,0.4713683154336283,0.49349092824830815,0.351221639174357,74.54
LOW,0.2968740531923558,0.33273882965286616,0.28254077373528275,0.28589591704545536,0.2814262634607546,0.01808240230089399,0.013434791230417647,0.04101186684461945,0.009095770968597566,2,12,0,12,0.33273882965286616,0.28254077373528275,0.2814262634607546,0.0
MEDIUM,0.43411851919710165,0.3963233022313077,0.3281679425509506,0.5896994982091408,0.335136954836229,0.49238745062066175,0.6212224484294637,0.2115970101535572,0.38667289766136026,7,7,4,3,0.3963233022313077,0.3281679425509506,0.335136954836229,50.05
LOW,0.3597027859850983,0.37429392316300836,0.46217832268753223,0.2736692054555928,0.1594754377867495,0.08240487032880225,0.060571973408022554,0.1250297672664839,0.1052786641534597,1,7,0,7,0.37429392316300836,0.46217832268753223,0.1594754377867495,3.11
HIGH,0.6534413220411399,0.598592762652479,0.7772084809316687,0.6468552677857212,0.5844132188214904,0.7628635221930248,0.8573398253853843,0.6989552567597314,0.5433428780492399,17,5,4,1,0.598592762652479,0.7772084809316687,0.5844132188214904,76.8
MEDIUM,0.35975655330461287,0.3465690027782317,0.2904083645107445,0.4586364319256844,0.2829705220582966,0.5751143744110556,0.6050580290021332,0.6216368294209957,0.43876095562788275,10,10,6,4,0.3465690027782317,0.2904083645107445,0.2829705220582966,34.71
HIGH,0.7727533693625799,0.786405524702584,0.6615123746721323,0.7576538323216817,0.39151612498192806,0.7239254482543949,0.8957474809544193,0.3189254992025631,0.6134592992061536,20,9,8,1,0.786405524702584,0.6615123746721323,0.39151612498192806,84.06
HIGH,0.7818070093274485,0.6699938988518342,0.7048092010329616,0.8084584118934574,0.33143994025442114,0.7398371199621152,0.8970271372052894,0.4459473415763159,0.5621568466183917,15,6,5,1,0.6699938988518342,0.7048092010329616,0.33143994025442114,81.19
LOW,0.2006734534101622,0.1391820290132449,0.1809225849439796,0.09313454164882369,0.18108514285765756,0.24190376261888552,0.2707820295578327,0.3469196036692818,0.050253120751647624,4,7,2,5,0.1391820290132449,0.1809225849439796,0.18108514285765756,15.24
MEDIUM,0.4435950186685787,0.5305010920184212,0.3942366583681965,0.5224889424998357,0.3643662984321133,0.5045598677883618,0.548195512015158,0.2870126718485709,0.5912001310477643,9,6,3,3,0.5305010920184212,0.3942366583681965,0.3643662984321133,41.91
HIGH,0.7886826328799204,0.7344146425726288,0.8296902323544186,0.8092982905820448,0.5004153668184703,0.8371408672043916,0.9606531373782539,0.7278610782208821,0.5758838456663143,19,8,8,0,0.7344146425726288,0.8296902323544186,0.5004153668184703,89.29
LOW,0.13589840840124365,0.2713997076622431,0.051864812933359886,0.17010930591162327,0.06310481165072726,0.2568535404677074,0.41114567233391597,0.009651746277615936,0.04117893905917344,3,6,2,4,0.2713997076622431,0.051864812933359886,0.06310481165072726,2.62
LOW,0.0,0.01923370833024724,0.0,0.0,0.10856094029740587,0.07057020393304382,0.0430799721938073,0.17969436900282154,0.04391673408097565,3,11,0,11,0.01923370833024724,0.0,0.10856094029740587,0.0
MEDIUM,0.5226630246269172,0.5016727741701038,0.5091156240652079,0.6244421335686849,0.29099522990184634,0.5258203709631375,0.5636940658263182,0.5409255587304612,0.39709409860627204,10,8,5,3,0.5016727741701038,0.5091156240652079,0.29099522990184634,42.92
MEDIUM,0.5442411789037748,0.4597415794905591,0.5697099170297535,0.5332106037883959,0.38846153308926495,0.5003715732509909,0.7058880414451091,0.11253537818754507,0.271658363732082,9,8,6,2,0.4597415794905591,0.5697099170297535,0.38846153308926495,60.83
LOW,0.22901333270887556,0.37255187505516246,0.10910171034006418,0.22839523022042102,0.19694302978961897,0.08246100756658613,0.09025339438472936,0.13007145418177285,0.011473400496969755,4,9,1,8,0.37255187505516246,0.10910171034006418,0.19694302978961897,7.11
MEDIUM,0.3339847774600759,0.3791615777171287,0.33568066894106513,0.11846456804467684,0.35807238260887714,0.46341503334444306,0.5704984759380749,0.18618506719999095,0.4193946717079997,7,7,4,3,0.3791615777171287,0.33568066894106513,0.35807238260887714,42.04
MEDIUM,0.6448304613567464,0.6736073812690749,0.681821314064772,0.7081503759235324,0.3256829554127875,0.4962538852210553,0.6466222505727974,0.20318530637129434,0.33821736801558966,10,8,5,3,0.6736073812690749,0.681821314064772,0.3256829554127875,57.1
HIGH,0.717889171170518,0.769261407354459,0.7535634390375943,0.7096822954738317,0.6667385890124031,0.8375206476627777,0.9249098503297329,0.7375346600386213,0.6753390272860683,16,9,8,1,0.769261407354459,0.7535634390375943,0.6667385890124031,69.49
LOW,0.27609455258811166,0.2478468460746872,0.34018882237065,0.2879928066617335,0.3220727938378966,0.15619085465123192,0.16457399514552068,0.1467614826567688,0.14047080516282875,3,11,2,9,0.2478468460746872,0.34018882237065,0.3220727938378966,8.34
HIGH,0.8545896479778647,0.8737953689892312,0.8311733148241458,0.9151591174718203,0.6850830211076736,0.8042811862089585,0.8712270657066155,0.7160614624355093,0.6916632714894364,21,12,10,2,0.8737953689892312,0.8311733148241458,0.6850830211076736,88.41
HIGH,0.7557396557193623,0.7464858283210063,0.7709108956411533,0.6711095545568924,0.6587234786526694,0.7103289009391864,0.8087852218281057,0.5635776479093975,0.5617111913022177,18,12,10,2,0.7464858283210063,0.7709108956411533,0.6587234786526694,69.58
LOW,0.36588971676113125,0.14090195728064955,0.2856706757892443,0.5843928134938954,0.31521100908195554,0.08060999706116653,0.06728180607929361,0.09580820178252285,0.10539636528542894,5,10,1,9,0.14090195728064955,0.2856706757892443,0.31521100908195554,13.12
HIGH,0.7787084442098204,0.7228482284607916,0.696041444530698,0.6379157344533049,0.38858307149683413,0.6973767184549933,0.8282843875100583,0.4144420464598258,0.5875883832849661,7,6,5,1,0.7228482284607916,0.696041444530698,0.38858307149683413,66.92
MEDIUM,0.37734606145536415,0.4989080358000989,0.32826265671223215,0.4478199385113,0.2622439830506687,0.42136657949760625,0.5436542911491102,0.18292394223039257,0.29294608181030796,7,6,3,3,0.4989080358000989,0.32826265671223215,0.2622439830506687,38.8
MEDIUM,0.5690273207640715,0.6031745591657856,0.5331823020326916,0.5806667645268963,0.38993687238465363,0.36983238269177493,0.41986135941050895,0.36409924580423275,0.22547858942311505,5,6,3,3,0.6031745591657856,0.5331823020326916,0.38993687238465363,44.74
MEDIUM,0.36664087759453684,0.5682975729671744,0.43749572988675545,0.4709872882073751,0.3361729155235516,0.5352777684055698,0.827929746240786,0.19259960330549153,0.0,11,7,6,1,0.5682975729671744,0.43749572988675545,0.3361729155235516,49.27
HIGH,0.8320910002669872,0.8626556062239872,0.896004034474269,0.7569259809187665,0.4729243312652873,0.8290785610031755,1.0,0.6701803070294136,0.47521249798646387,16,7,7,0,0.8626556062239872,0.896004034474269,0.4729243312652873,85.62
LOW,0.049957959777949146,0.03435760956559561,0.0025238901523171875,0.13853070261341277,0.06427823717125605,0.16230401016204618,0.231838121609358,0.02568795924455494,0.09031772673760195,4,9,2,7,0.03435760956559561,0.0025238901523171875,0.06427823717125605,0.64
HIGH,0.7007989308907943,0.7642267003722086,0.6616107542036622,0.5557918615653029,0.5173951504254082,0.8479619281778396,0.9580259250517301,0.765069466361514,0.6006623993724929,16,7,7,0,0.7642267003722086,0.6616107542036622,0.5173951504254082,87.86
LOW,0.14391009091561738,0.2326640260509819,0.07328084975180933,0.09722822061233413,0.26437958487509866,0.21997580475331807,0.3042298325280695,0.06419906941089774,0.12299045677148404,2,8,2,6,0.2326640260509819,0.07328084975180933,0.26437958487509866,3.26
LOW,0.1643388523440694,0.18410705753050305,0.25469743737990297,0.1386159895717552,0.009271717028562068,0.17435983672828873,0.23898219902132545,0.06733766664321965,0.08751491993424779,5,7,2,5,0.18410705753050305,0.25469743737990297,0.009271717028562068,0.0
LOW,0.1996310974351608,0.1371396980525385,0.27161716400542346,0.264691711732732,0.13496630635575851,0.13659576647225613,0.16751914935875672,0.08880431657683531,0.09161706770817515,3,8,1,7,0.1371396980525385,0.27161716400542346,0.13496630635575851,8.15
MEDIUM,0.3023687822881708,0.2183156703495189,0.16248733992948894,0.3716805743167788,0.23669047692076586,0.491132901848534,0.6257901273899157,0.06410035232730626,0.5141937747456166,7,7,4,3,0.2183156703495189,0.16248733992948894,0.23669047692076586,44.17
HIGH,0.6453675641487333,0.6597013061168032,0.8739654101859098,0.6694575435768952,0.612393409967185,0.8288520139098583,0.9964538516153565,0.7236020072989038,0.4312965074043186,17,10,10,0,0.6597013061168032,0.8739654101859098,0.612393409967185,91.53
MEDIUM,0.1319731743242189,0.10473268672167178,0.18428899999805415,0.11301126448103757,0.16388180312631057,0.32954384032124656,0.4224963748431557,0.08880352544247848,0.2914265516342873,6,8,3,5,0.10473268672167178,0.18428899999805415,0.16388180312631057,20.88
HIGH,0.7313165607332349,0.736754158426325,0.6067792845623483,0.6257941460397539,0.5131126941381275,0.8217555566724812,1.0,0.7658539623797622,0.3429238209826441,15,3,3,0,0.736754158426325,0.6067792845623483,0.5131126941381275,85.53
LOW,0.11192820792885586,0.13994520775753794,0.17962208497108487,0.07613111687233731,0.03574118852709255,0.17244310669810012,0.20303153973180688,0.15426763465603288,0.09885327963904714,4,10,2,8,0.13994520775753794,0.17962208497108487,0.03574118852709255,0.0
MEDIUM,0.37744395161490646,0.33196858491748665,0.3721796859291317,0.38281844038722496,0.22554240188160618,0.4610361238659616,0.5473849154576487,0.3420475537143652,0.3209783192424968,11,3,2,1,0.33196858491748665,0.3721796859291317,0.22554240188160618,42.0
HIGH,0.5621898658465976,0.5245098449466575,0.5084045965409644,0.6797677670072813,0.33495154540903,0.7795081667145018,0.9606463989552073,0.519915909465361,0.49568572724152676,20,8,8,0,0.5245098449466575,0.5084045965409644,0.33495154540903,62.86
LOW,0.005269483431018318,0.0,0.0,0.0,0.0,0.039206726398563214,0.0,0.0,0.19603363199281607,1,9,0,9,0.0,0.0,0.0,0.0
HIGH,0.5860843924465718,0.5826276062948906,0.6555385348247054,0.6582737858173975,0.4733203109609336,0.7378670431000044,0.8409954508745645,0.6549099664807976,0.5114388963955305,21,8,7,1,0.5826276062948906,0.6555385348247054,0.4733203109609336,57.62
